Title,Company,Location,Salary,Type,Category
Data Engineer Professional,The Nassau Companies of New York.,"Hartford, CT 06102
(Downtown area)",Estimated $93.5K - $118K a year,Full-time,data engineer
Data Engineer Professional,Children's Hospital Colorado,"Aurora, CO",,Full-time,data engineer
Data Engineer Professional,Zanbato,"Remote in Mountain View, CA",Estimated $116K - $147K a year,,data engineer
Data Engineer Professional,Google,"New York, NY
(Chelsea area)",,Full-time,data engineer
Data Engineer Professional,Validere Technologies,"+1 location
Remote",Estimated $121K - $154K a year,Full-time,data engineer
Data Engineer Professional,BOEING,"Remote in Everett, WA",,,data engineer
Data Engineer Professional,ServiceTitan,"+2 locations
Remote",Estimated $125K - $158K a year,Full-time,data engineer
Data Engineer Professional,McKinstry,"Remote in Seattle, WA",,,data engineer
Data Engineer Professional,ASSURANCE,"Seattle, WA 98155",,Full-time,data engineer
Data Engineer Professional,"Stanley Consultants, Inc.","Centennial, CO
+1 location",,Full-time,data engineer
Data Engineer Professional,"NorthShore Resources, Inc.","Richfield, MN",Estimated $93.4K - $118K a year,,data engineer
Data Engineer Professional,Alo Yoga,Remote in Oregon,Estimated $96.1K - $122K a year,,data engineer
Data Engineer Professional,Infosys,"Jersey City, NJ
+2 locations",,,data engineer
Data Engineer Professional,Apple,"Cupertino, CA
+4 locations",,,data engineer
Data Engineer Professional,CrowdStrike,Remote,,Full-time,data engineer
"Software Engineer, Data Platform",Nuvance Health,"Bethel, CT 06801
+1 location",,Full-time,data engineer
"Software Engineer, Data Platform",HRL Laboratories LLC,"Malibu, CA 90265
+1 location",Estimated $112K - $141K a year,Full-time,data engineer
"Software Engineer, Data Platform",The Stable,"Remote in Bentonville, AR 72712",Estimated $101K - $128K a year,Full-time,data engineer
"Software Engineer, Data Platform",Prime Healthcare,"Passaic, NJ 07055",,Full-time,data engineer
"Software Engineer, Data Platform",Codecademy,"Remote in New York, NY",Estimated $130K - $165K a year,,data engineer
"Software Engineer, Data Platform",IntelliDyne,"Remote in Falls Church, VA",Estimated $98.6K - $125K a year,Full-time,data engineer
"Software Engineer, Data Platform",Prudential,"Newark, NJ 07102
(Central Business District area)
+2 locations",,,data engineer
"Software Engineer, Data Platform","Amazon Data Services, Inc.","Boardman, OR 97818
+6 locations",,Full-time,data engineer
"Software Engineer, Data Platform",pulseData,"Remote in New York, NY",Estimated $128K - $161K a year,Full-time,data engineer
"Software Engineer, Data Platform",Balsam Brands,"Remote in Redwood City, CA 94063
+1 location",Estimated $140K - $177K a year,Full-time,data engineer
"Software Engineer, Data Platform",Blocknative Corporation,Remote in United States,Estimated $114K - $144K a year,Full-time,data engineer
"Software Engineer, Data Platform",Kiewit Corporation,"Omaha, NE 68137",,Full-time,data engineer
"Software Engineer, Data Platform",Amex,"Atlanta, GA",,,data engineer
"Software Engineer, Data Platform",Sparksoft Corporation,"Columbia, MD 21046",Estimated $102K - $130K a year,"Full-time
+1",data engineer
"Software Engineer, Data Platform",State Street,"Princeton, NJ 08540",,Full-time,data engineer
Data Engineer II,Spiceworks,"+12 locations
Remote",Estimated $101K - $128K a year,Full-time,data engineer
Data Engineer II,"Magic Leap, Inc.","Sunnyvale, CA
(Lakewood area)",,,data engineer
Data Engineer II,Tecton,"Remote in New York, NY 10013
+2 locations",Estimated $105K - $133K a year,Full-time,data engineer
Data Engineer II,Netflix,"+2 locations
Remote",,,data engineer
Data Engineer II,SOSi,"Vienna, VA",Estimated $94.3K - $119K a year,,data engineer
Data Engineer II,ABBVIE,"Lake County, IL",,Full-time,data engineer
Data Engineer II,Ascent Brands,"Caledonia, MI 49316",Estimated $88.4K - $112K a year,Full-time,data engineer
Data Engineer II,Microsoft,"Redmond, WA 98052
(Overlake area)",,Full-time,data engineer
Data Engineer II,Apple,"Cupertino, CA",,,data engineer
Data Engineer II,Clark Construction Group,"McLean, VA",Estimated $88.3K - $112K a year,Full-time,data engineer
Data Engineer II,Kinesso Ltd.,"Chicago, IL
+2 locations",Estimated $83.5K - $106K a year,,data engineer
Data Engineer II,Amica Mutual Insurance Company,"Remote in Lincoln, RI 02865",Estimated $90.7K - $115K a year,Full-time,data engineer
Data Engineer II,McGraw Hill,Remote in Washington State,,Full-time,data engineer
Data Engineer II,Avalon Healthcare Solutions,Remote,,,data engineer
Data Engineer II,Avalon Healthcare Solutions,Remote,,Full-time,data engineer
Data Science Engineer,AI Cyber Solutions,"Tampa, FL 33614",Estimated $98.2K - $124K a year,,data engineer
Data Science Engineer,National Aerospace Solutions,"Moffett Field, CA 94035",,Full-time,data engineer
Data Science Engineer,BOEING,"Remote in Everett, WA",,,data engineer
Data Science Engineer,JLL,"Chicago, IL
+6 locations",,,data engineer
Data Science Engineer,Sotheby's,"Remote in New York, NY 10022
+1 location",Estimated $124K - $157K a year,,data engineer
Data Science Engineer,HRL Laboratories LLC,"Malibu, CA 90265
+1 location",Estimated $112K - $141K a year,Full-time,data engineer
Data Science Engineer,Torc Robotics,"Blacksburg, VA 24060
(Ellett/Jennelle area)",Estimated $58.6K - $74.2K a year,"Full-time
+1",data engineer
Data Science Engineer,Pearson,"Raleigh, NC 27608
(Five Points area)",,,data engineer
Data Science Engineer,Blue Origin,"Seattle, WA
+1 location",,,data engineer
Data Science Engineer,Apple,"Austin, TX",,Full-time,data engineer
Data Science Engineer,Built Technologies,"Remote in Nashville, TN 37211",Estimated $125K - $158K a year,Full-time,data engineer
Data Science Engineer,Noodle,"Remote in Tulsa, OK 74114
+14 locations",Estimated $126K - $159K a year,Full-time,data engineer
Data Science Engineer,Tyler Technologies,"Nashville, TN 37011
+3 locations",Estimated $108K - $137K a year,,data engineer
Data Science Engineer,ASSURANCE,"Seattle, WA 98155",,Full-time,data engineer
Data Science Engineer,Johns Hopkins University,"Baltimore, MD 21218
(Johns Hopkins Homewood area)
+1 location",,Full-time,data engineer
Data Engineer,Johns Hopkins University,"Baltimore, MD 21218
(Johns Hopkins Homewood area)
+1 location",,Full-time,data engineer
Data Engineer,Toyota,"Remote in Ann Arbor, MI 48103
+4 locations",,,data engineer
Data Engineer,"GRAIL, Inc.","Remote in Raleigh-Durham, NC
+1 location",,Full-time,data engineer
Data Engineer,DraftKings,"+5 locations
Remote",Estimated $92.3K - $117K a year,Full-time,data engineer
Data Engineer,Groundspeed,Remote,Estimated $101K - $128K a year,Full-time,data engineer
Data Engineer,Farm Credit Financial Partners,"Springfield, MA 01103
(Metro Center area)",Estimated $85.1K - $108K a year,,data engineer
Data Engineer,EvolutionIQ,Remote,,,data engineer
Data Engineer,Electronic Arts,"Redwood City, CA 94065
(Dolphin area)
+2 locations",,Full-time,data engineer
Data Engineer,Businessolver,"Remote in Denver, CO 80209
+1 location",,,data engineer
Data Engineer,Spirent Communications,United States,Estimated $81.5K - $103K a year,Full-time,data engineer
Data Engineer,Zanbato,"Remote in Mountain View, CA",Estimated $116K - $147K a year,,data engineer
Data Engineer,Northern Trust Corp.,"Chicago, IL 60603
(The Loop area)",,,data engineer
Data Engineer,Federal Reserve Bank of Dallas,"Remote in Dallas, TX 75201",Estimated $101K - $129K a year,Full-time,data engineer
Data Engineer,Prudential,"Newark, NJ 07102
(Central Business District area)
+2 locations",,,data engineer
Data Engineer,The Stable,"Remote in Bentonville, AR 72712",Estimated $101K - $128K a year,Full-time,data engineer
Senior Analyst - Data Engineer,Qcentrio,"Seattle, WA
+16 locations",Estimated $120K - $152K a year,Contract,data engineer
Senior Analyst - Data Engineer,Ascension,"Remote in Herndon, VA 20171",,Full-time,data engineer
Senior Analyst - Data Engineer,JLL,"Atlanta, GA",,,data engineer
Senior Analyst - Data Engineer,Haven Technologies,"Hybrid remote in New York, NY 10010",Estimated $89.6K - $113K a year,,data engineer
Senior Analyst - Data Engineer,McKinstry,"Remote in Seattle, WA",,,data engineer
Senior Analyst - Data Engineer,Tesseract,"Remote in Palo Alto, CA",Estimated $135K - $171K a year,,data engineer
Senior Analyst - Data Engineer,SunPower,"Seattle, WA
+1 location",Estimated $116K - $147K a year,,data engineer
Senior Analyst - Data Engineer,Noodle,"Remote in Tulsa, OK 74114
+14 locations",Estimated $126K - $159K a year,Full-time,data engineer
Senior Analyst - Data Engineer,NYC Careers,"New York, NY 10004
(Financial District area)
+1 location",,,data engineer
Senior Analyst - Data Engineer,Nisum,"+2 locations
Remote",,Full-time,data engineer
Senior Analyst - Data Engineer,Massachusetts General Hospital(MGH),"Hybrid remote in Charlestown, MA",,Full-time,data engineer
Senior Analyst - Data Engineer,Avestacs,Remote,Estimated $103K - $130K a year,Contract,data engineer
Senior Analyst - Data Engineer,Upgrade,Remote,Estimated $132K - $167K a year,Full-time,data engineer
Senior Analyst - Data Engineer,Google,"New York, NY
(Chelsea area)
+4 locations",,Full-time,data engineer
Senior Analyst - Data Engineer,America At Work,Remote,Estimated $90.5K - $115K a year,Full-time,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",NVIDIA,"Santa Clara, CA",,Full-time,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",Spiceworks,"+12 locations
Remote",Estimated $101K - $128K a year,Full-time,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",Camgian,"Starkville, MS 39759",Estimated $122K - $154K a year,,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",Foundation for California Community Colleges...,Remote,Estimated $68.3K - $86.5K a year,Full-time,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",Protocol Labs,Remote,Estimated $124K - $156K a year,,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",Broad Institute,"Cambridge, MA 02142
(Kendall Square area)",Estimated $79.3K - $100K a year,Full-time,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",Burton,"Remote in Burlington, VT 05401",Estimated $92.1K - $117K a year,Full-time,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",Google,"Los Angeles, CA
(Venice area)
+4 locations",,Full-time,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",B.F. Saul Company,"Bethesda, MD 20814
(Bethesda Center area)",Estimated $98.7K - $125K a year,Full-time,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",Bose,"Framingham, MA",,Full-time,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",Torc Robotics,"Blacksburg, VA 24060
(Ellett/Jennelle area)",Estimated $58.6K - $74.2K a year,"Full-time
+1",data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",HealthVerity,"+3 locations
Remote",Estimated $108K - $137K a year,Full-time,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",Validere Technologies,"+1 location
Remote",Estimated $121K - $154K a year,Full-time,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",SunPower,"Richmond, CA 94804
(Marina Bay area)",Estimated $105K - $132K a year,,data engineer
"Synthetic Data Generation Cloud Engineer, DRIVE Sim",Sotheby's,"Remote in New York, NY 10022
+1 location",Estimated $124K - $157K a year,,data engineer
Data Engineer (Python),Tista Science and Technology Corporation,"+2 locations
Remote",Estimated $106K - $134K a year,Full-time,data engineer
Data Engineer (Python),"Reach Platform, Inc.","Remote in Boston, MA",Estimated $95.1K - $120K a year,,data engineer
Data Engineer (Python),Midco,"Sioux Falls, SD 57110",,,data engineer
Data Engineer (Python),Lamb Weston,"Remote in Eagle, ID 83616",,Full-time,data engineer
Data Engineer (Python),ARK Solutions,"Raleigh, NC",Estimated $95.8K - $121K a year,,data engineer
Data Engineer (Python),Electric Power Research Institute,"Remote in Palo Alto, CA",Estimated $85.5K - $108K a year,Full-time,data engineer
Data Engineer (Python),HD Supply,"Atlanta, GA 30339",,Full-time,data engineer
Data Engineer (Python),Lime,"+2 locations
Remote",,Full-time,data engineer
Data Engineer (Python),RSM US LLP,"Minneapolis, MN 55402
(Downtown West area)
+1 location",,Full-time,data engineer
Data Engineer (Python),Dogtopia Enterprises LLC,"Phoenix, AZ 85016
(Camelback East area)
+1 location",Estimated $72.9K - $92.3K a year,Full-time,data engineer
Data Engineer (Python),Greater Chicago Food Depository,"Chicago, IL 60632
(Archer Heights area)",Estimated $100K - $127K a year,Full-time,data engineer
Data Engineer (Python),Plus,"Cupertino, CA",,,data engineer
Data Engineer (Python),Apple,"Austin, TX",,,data engineer
Data Engineer (Python),Mercari,"Remote in Palo Alto, CA",,Full-time,data engineer
Data Engineer (Python),LivCor,Remote in United States,,Full-time,data engineer
Senior Data Engineer,National Restaurant Association Solution,"Chicago, IL 60606
(Loop area)",Estimated $100K - $127K a year,Full-time,data engineer
Senior Data Engineer,Kodak,"Rochester, NY",,,data engineer
Senior Data Engineer,RX Saving Solution,"Remote in Overland Park, KS",Estimated $94K - $119K a year,Full-time,data engineer
Senior Data Engineer,DLL Group,"Wayne, PA
+1 location",,Full-time,data engineer
Senior Data Engineer,MAQ Software,"Redmond, WA",Estimated $104K - $131K a year,Full-time,data engineer
Senior Data Engineer,FedEx Services,"Remote in Memphis, TN
+1 location",,,data engineer
Senior Data Engineer,"Ilitch Holdings, Inc.","Detroit, MI 48226
(Downtown area)",Estimated $76.4K - $96.8K a year,,data engineer
Senior Data Engineer,University of Pennsylvania,"Philadelphia, PA 19104
(University City area)",,Full-time,data engineer
Senior Data Engineer,"Magic Leap, Inc.","Sunnyvale, CA
(Lakewood area)",,,data engineer
Senior Data Engineer,Greater Chicago Food Depository,"Chicago, IL 60632
(Archer Heights area)",Estimated $100K - $127K a year,Full-time,data engineer
Senior Data Engineer,Prime Healthcare,"Passaic, NJ 07055",,Full-time,data engineer
Senior Data Engineer,Amica Mutual Insurance Company,"Remote in Lincoln, RI 02865",Estimated $90.7K - $115K a year,Full-time,data engineer
Senior Data Engineer,Lime,"+2 locations
Remote",,Full-time,data engineer
Senior Data Engineer,Volkswagen Group of America - Chattanooga...,"+1 location
Remote",,,data engineer
Senior Data Engineer,Cornerstone Defense,"Chantilly, VA
+5 locations",Estimated $150K - $190K a year,Contract,data engineer
Data Engineer,The New York Times,"New York, NY",,Full-time,data engineer
Data Engineer,"Quadrint, Inc.","McLean, VA 22101",Estimated $110K - $140K a year,Full-time,data engineer
Data Engineer,Clark Construction Group,"McLean, VA",Estimated $88.3K - $112K a year,Full-time,data engineer
Data Engineer,"Torch Technologies, Inc.","Shalimar, FL 32579
+2 locations",Estimated $85.6K - $108K a year,Full-time,data engineer
Data Engineer,Google,"New York, NY
(Chelsea area)",,Full-time,data engineer
Data Engineer,Piper Companies,"+6 locations
Remote",,Contract,data engineer
Data Engineer,SEVEN,"Marshall, TX 75672",Estimated $72.2K - $91.4K a year,Full-time,data engineer
Data Engineer,Adisys Corporation,"Bellevue, WA 98005
(Belred area)",Estimated $91.7K - $116K a year,Full-time,data engineer
Data Engineer,Amica Mutual Insurance Company,"Remote in Lincoln, RI 02865",Estimated $90.7K - $115K a year,Full-time,data engineer
Data Engineer,Adena & Associates,"Seattle, WA 98188",Estimated $83.6K - $106K a year,,data engineer
Data Engineer,Visa,"Atlanta, GA",,Full-time,data engineer
Data Engineer,G/O Media,"New York, NY",Estimated $123K - $156K a year,,data engineer
Data Engineer,"Jefferies & Company, Inc.","New York, NY 10022
(Midtown area)",,Full-time,data engineer
Data Engineer,Shortcut,"Remote in Chicago, IL",,,data engineer
Data Engineer,Mid-Atlantic Permanente Medical Group,"Remote in Rockville, MD 20852",,Full-time,data engineer
Sr. Software Engineer/ Data Engineer,Alpha Clinical Systems,"Piscataway, NJ 08854",Estimated $108K - $137K a year,Full-time,data engineer
Sr. Software Engineer/ Data Engineer,HD Supply,"Atlanta, GA 30339",,Full-time,data engineer
Sr. Software Engineer/ Data Engineer,Syngenta,"Remote in Downers Grove, IL",,Full-time,data engineer
Sr. Software Engineer/ Data Engineer,Inventory Locator Service,"Cordova, TN 38018",Estimated $86.8K - $110K a year,Full-time,data engineer
